372,9
373,9
372,9
373,9
0,0
0,0
0,0
0,0
367,6
174,0
179,0
368,7
369,8
370,8
372,8
372,8
373,9
373,9
349,1
349,1
353,2
365,6
365,5
371,9
375,10
374,10
377,11
384,14
384,14
384,14
384,14
406,27
406,28
0,0
452,58
451,58
916,453
914,452
913,452
908,446
971,505
971,505
959,495
971,507
973,508
975,510
956,493
923,463
925,464
623,198
493,91
493,91
493,90
450,58
450,58
422,39
411,31
411,31
409,30
398,23
387,17
387,17
370,8
134,0
359,4
135,0
135,0
344,0
128,0
322,0
126,0
121,0
113,0
108,0
101,0
94,0
89,0
78,0
51,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
388,17
401,25
402,25
415,33
417,34
416,34
491,88
492,88
938,474
916,454
889,431
985,519
988,522
987,522
988,523
988,523
979,515
973,509
956,494
946,485
948,486
943,482
473,77
465,70
467,71
468,72
891,433
891,434
892,435
892,435
475,78
476,78
476,78
477,78
501,97
619,194
620,194
620,194
620,194
620,194
620,194
615,190
425,42
426,42
426,42
449,58
512,106
512,105
516,108
913,452
932,471
934,473
935,473
935,475
930,469
682,248
684,250
686,251
686,252
687,253
687,253
688,253
689,254
689,254
690,255
